,user_id,movie_id,rating
324,songli85,1966464,5.0
325,songli85,2053515,3.0
326,songli85,1293351,4.0
327,abv,26743573,4.0
328,abv,1652587,5.0
329,abv,3072124,4.0
330,abv,1292722,5.0
331,abv,1293351,4.0
332,abv,1851857,2.0
333,abv,1293351,4.0
334,zhangjiawei,34874646,4.0
335,zhangjiawei,1878605,5.0
336,zhangjiawei,35588177,5.0
337,zhangjiawei,3314870,5.0
338,zhangjiawei,2181930,5.0
339,zhangjiawei,1293351,5.0
340,loverainming,35633904,3.0
341,loverainming,26703158,5.0
342,loverainming,36774001,2.0
343,loverainming,1308808,3.0
344,loverainming,36445098,4.0
345,loverainming,36445098,4.0
346,loverainming,26788941,3.0
347,loverainming,36653918,1.0
348,loverainming,35665988,4.0
349,loverainming,26759937,1.0
350,loverainming,36653918,1.0
351,253293412,36653918,4.0
352,253293412,36653918,4.0
353,xilouchen,36653918,4.0
354,xilouchen,36430322,1.0
355,xilouchen,35633969,1.0
356,xilouchen,36173827,1.0
357,xilouchen,35208463,4.0
358,xilouchen,35882742,1.0
359,xilouchen,35371261,4.0
360,xilouchen,36653918,4.0
361,155641163,36653918,2.0
362,155641163,35725869,5.0
363,155641163,35446144,2.0
364,155641163,36653918,2.0
365,xiaojia86,35986833,5.0
366,xiaojia86,36640253,4.0
367,xiaojia86,36653918,4.0
368,xiaojia86,36093612,4.0
369,xiaojia86,1308833,5.0
370,xiaojia86,2263277,5.0
371,xiaojia86,1756073,5.0
372,xiaojia86,36208094,4.0
373,xiaojia86,36081094,3.0
374,xiaojia86,36653918,4.0
375,155822174,36484198,1.0
376,155822174,36484198,1.0
377,194737544,1900841,4.0
378,194737544,36484198,2.0
379,194737544,34940879,5.0
380,194737544,34940879,5.0
381,194737544,35633650,4.0
382,194737544,33456512,5.0
383,194737544,1308575,5.0
384,194737544,1309005,5.0
385,194737544,33447633,4.0
386,194737544,34941536,5.0
387,194737544,36484198,2.0
388,shadanbbi,36484198,4.0
389,shadanbbi,36653918,4.0
390,shadanbbi,36877322,4.0
391,shadanbbi,35633969,4.0
392,shadanbbi,35725869,4.0
393,shadanbbi,33387357,5.0
394,shadanbbi,36484198,4.0
395,244300414,36484198,1.0
396,244300414,1294693,5.0
397,244300414,26611804,5.0
398,244300414,26611804,5.0
399,244300414,36484198,1.0
400,4476933,36484198,4.0
401,4476933,36207284,4.0
402,4476933,36877322,4.0
403,4476933,35280899,4.0
404,4476933,35371629,4.0
405,4476933,36430322,4.0
406,4476933,35633969,4.0
407,4476933,36081094,4.0
408,4476933,36484198,4.0
409,bighead,35208463,3.0
410,bighead,36010136,3.0
411,bighead,27024959,3.0
412,bighead,30334073,2.0
413,bighead,1292052,5.0
414,lazywormzhao,1292052,5.0
415,lazywormzhao,1292052,5.0
416,58718941,2297265,3.0
417,58718941,2297265,3.0
418,58718941,27119724,3.0
419,58718941,1292001,4.0
420,58718941,1292001,4.0
421,58718941,3442220,4.0
422,58718941,1292064,5.0
423,58718941,27010768,4.0
424,58718941,26794435,4.0
425,58718941,1292052,5.0
426,yalindongdong,35575567,4.0
427,yalindongdong,36613629,4.0
428,yalindongdong,35208463,4.0
429,yalindongdong,35231420,4.0
430,yalindongdong,35600461,4.0
431,yalindongdong,3001114,4.0
432,yalindongdong,35634722,4.0
433,yalindongdong,34927916,4.0
434,yalindongdong,34927916,4.0
435,yalindongdong,1292052,5.0
436,1317870,2359499,3.0
437,1317870,1301026,5.0
438,1317870,3074498,5.0
439,1317870,1429146,5.0
440,1317870,1755415,5.0
441,1317870,3114111,3.0
442,1317870,1292052,5.0
443,115767448,36363001,4.0
444,115767448,35797709,5.0
445,115767448,35873969,4.0
446,115767448,35426301,5.0
447,115767448,30267255,5.0
448,115767448,35503085,4.0
449,115767448,34869441,5.0
450,115767448,34445470,5.0
451,115767448,36363001,4.0
452,Puff880819,26816104,4.0
453,Puff880819,35228399,3.0
454,Puff880819,36207284,3.0
455,Puff880819,35242872,4.0
456,Puff880819,36188849,4.0
457,Puff880819,35792500,4.0
458,Puff880819,36173819,4.0
459,Puff880819,35235151,4.0
460,Puff880819,35364691,4.0
461,Puff880819,26957900,4.0
462,Puff880819,36363001,3.0
463,184786894,36363001,1.0
464,184786894,36363001,1.0
465,huanbrother,36363001,5.0
466,huanbrother,26925611,5.0
467,huanbrother,35575567,5.0
468,huanbrother,33456512,4.0
469,huanbrother,35593344,5.0
470,huanbrother,4058939,4.0
471,huanbrother,35371261,4.0
472,huanbrother,30314848,4.0
473,huanbrother,35144311,5.0
474,huanbrother,20276229,2.0
475,huanbrother,36363001,5.0
476,245987751,36363001,4.0
477,245987751,35873969,3.0
478,245987751,35593344,5.0
479,245987751,25934014,4.0
480,245987751,35511391,5.0
481,245987751,26384515,5.0
482,245987751,35183042,4.0
483,245987751,4066125,4.0
484,245987751,6538866,4.0
485,245987751,25728612,4.0
486,245987751,36363001,4.0
487,65086870,36090457,5.0
488,65086870,35575567,5.0
489,65086870,35588177,5.0
490,65086870,36017999,5.0
491,65086870,6424756,4.0
492,65086870,35318021,5.0
493,65086870,35287908,4.0
494,65086870,3001114,4.0
495,65086870,30344474,4.0
496,65086870,34804147,4.0
497,65086870,36090457,5.0
498,nothingkitsch,26370387,4.0
499,nothingkitsch,35228399,3.0
500,nothingkitsch,36090457,4.0
501,nothingkitsch,35956190,4.0
502,nothingkitsch,26925611,5.0
503,nothingkitsch,35575567,4.0
504,nothingkitsch,36208094,3.0
505,nothingkitsch,35282433,3.0
506,nothingkitsch,35927496,3.0
507,nothingkitsch,35208463,4.0
508,nothingkitsch,36090457,4.0
509,TheDissidents,1429055,4.0
510,TheDissidents,36044864,2.0
511,TheDissidents,35573302,4.0
512,TheDissidents,36650689,4.0
513,TheDissidents,3592854,3.0
514,TheDissidents,36090457,2.0
515,TheDissidents,36394691,4.0
516,TheDissidents,36122235,4.0
517,TheDissidents,36090457,2.0
518,1441177,36354084,4.0
519,1441177,36097760,4.0
520,1441177,26816104,4.0
521,1441177,36206702,4.0
522,1441177,36090457,4.0
523,1441177,35282433,4.0
524,1441177,35332288,4.0
525,1441177,35432345,4.0
526,1441177,36090457,4.0
527,yystilllife,36090457,5.0
528,yystilllife,35268614,4.0
529,yystilllife,10604086,4.0
530,yystilllife,26258779,4.0
531,yystilllife,30346880,4.0
532,yystilllife,30206311,4.0
533,yystilllife,34962956,4.0
534,yystilllife,26754233,4.0
535,yystilllife,34888476,4.0
536,yystilllife,26954859,4.0
537,yystilllife,36090457,5.0
538,163133811,35956190,5.0
539,163133811,35956190,5.0
540,163133811,35956190,5.0
541,mumudancing,26816104,4.0
542,mumudancing,35562714,5.0
543,mumudancing,35656028,5.0
544,mumudancing,35875476,5.0
545,mumudancing,35725861,4.0
546,mumudancing,35242872,3.0
547,mumudancing,35956190,4.0
548,mumudancing,36069854,4.0
549,mumudancing,36245596,5.0
550,mumudancing,35956190,4.0
551,1590605,36463483,5.0
552,1590605,36090457,4.0
553,1590605,35956190,4.0
554,1590605,26656728,5.0
555,1590605,35494829,5.0
556,1590605,35736202,5.0
557,1590605,30396283,4.0
558,1590605,35131345,4.0
559,1590605,35956190,4.0
560,mxf1978,35956190,
561,babulliu,35956190,2.0
562,babulliu,36070290,4.0
563,babulliu,35725869,4.0
564,babulliu,35633650,5.0
565,babulliu,35424892,3.0
566,babulliu,35956190,2.0
567,lime,3821067,5.0
568,lime,1293318,5.0
569,lime,25831874,5.0
570,lime,1824414,4.0
571,lime,1291561,4.0
572,philaro2009,36774001,3.0
573,philaro2009,26816104,4.0
574,philaro2009,36245596,3.0
575,philaro2009,24284175,4.0
576,philaro2009,36208094,2.0
577,philaro2009,26925611,3.0
578,philaro2009,35633650,4.0
579,philaro2009,36151692,3.0
580,philaro2009,35725869,3.0
581,philaro2009,35224919,3.0
582,philaro2009,1291561,5.0
583,kuangyan,21324900,5.0
584,kuangyan,1438760,5.0
585,kuangyan,3104794,4.0
586,kuangyan,6037429,3.0
587,kuangyan,3793783,4.0
588,kuangyan,2300586,3.0
589,kuangyan,2252773,4.0
590,kuangyan,2043546,4.0
591,kuangyan,1291561,5.0
592,fornix,35465232,4.0
593,fornix,35465232,4.0
594,fornix,2157129,5.0
595,fornix,2157129,5.0
596,fornix,2157129,5.0
597,fornix,30329906,3.0
598,fornix,26752088,2.0
599,fornix,26842702,5.0
600,fornix,26302614,5.0
601,fornix,1291561,5.0
602,ktv21,4195601,4.0
603,ktv21,4016485,4.0
604,ktv21,2245491,4.0
605,ktv21,1482072,4.0
606,ktv21,1305541,4.0
607,ktv21,1293555,4.0
608,ktv21,1291561,4.0
609,ktv21,1303590,4.0
610,ktv21,1291561,4.0
611,2457263,1292064,5.0
612,2457263,1292064,5.0
613,chidoriran,35206436,5.0
614,chidoriran,20266753,2.0
615,chidoriran,11534824,2.0
616,chidoriran,10763164,2.0
617,chidoriran,23025359,4.0
618,chidoriran,1863361,4.0
619,chidoriran,1292064,5.0
620,iserlohnwind,35916889,4.0
621,iserlohnwind,35284557,4.0
622,iserlohnwind,25828516,4.0
623,iserlohnwind,25818101,3.0
624,iserlohnwind,26328123,2.0
625,iserlohnwind,5045678,3.0
626,iserlohnwind,19944106,4.0
627,iserlohnwind,1292064,5.0
628,kanagawa,36035676,5.0
629,kanagawa,33451890,5.0
630,kanagawa,30223888,4.0
631,kanagawa,30346880,4.0
632,kanagawa,34463995,5.0
633,kanagawa,3212965,5.0
634,kanagawa,33404425,4.0
635,kanagawa,30371819,5.0
636,kanagawa,10748498,4.0
637,kanagawa,26857694,3.0
638,kanagawa,1292064,5.0
639,liondesign,26577354,5.0
640,liondesign,4116935,1.0
641,liondesign,1292064,4.0
642,CydenyLau,4811774,4.0
643,CydenyLau,30167997,3.0
644,CydenyLau,26959697,4.0
645,CydenyLau,30362175,3.0
646,CydenyLau,35118954,4.0
647,CydenyLau,35262994,3.0
648,CydenyLau,7051806,3.0
649,CydenyLau,34477861,3.0
650,CydenyLau,6893932,5.0
651,CydenyLau,35076714,4.0
652,CydenyLau,25662329,5.0
653,ztftom,26752088,5.0
654,ztftom,27622447,4.0
655,ztftom,26611804,5.0
656,ztftom,6390825,2.0
657,ztftom,25662329,5.0
658,inkrain,35074609,5.0
659,inkrain,36752031,5.0
660,inkrain,34874646,4.0
661,inkrain,6981153,5.0
662,inkrain,35496350,1.0
663,inkrain,36309107,5.0
664,inkrain,25662329,5.0
665,stscar,26370387,4.0
666,stscar,35315950,5.0
667,stscar,35267208,5.0
668,stscar,35554292,4.0
669,stscar,20276229,3.0
670,stscar,2149806,5.0
671,stscar,25662329,4.0
672,52470011,35196753,4.0
673,52470011,35396390,4.0
674,52470011,35060000,4.0
675,52470011,27068534,4.0
676,52470011,34948447,4.0
677,52470011,34894589,4.0
678,52470011,30486573,4.0
679,52470011,30361963,4.0
680,52470011,34851294,4.0
681,52470011,33446498,3.0
682,52470011,25662329,5.0
683,weizichen,36127872,4.0
684,weizichen,24284175,4.0
685,weizichen,35490167,4.0
686,weizichen,26925611,4.0
687,weizichen,35902857,5.0
688,weizichen,36081094,3.0
689,weizichen,36149032,4.0
690,weizichen,36208094,4.0
691,weizichen,36369452,4.0
692,weizichen,35494829,4.0
693,weizichen,35494829,4.0
694,57298438,35494829,4.0
695,57298438,36686523,5.0
696,57298438,36424361,4.0
697,57298438,33456512,3.0
698,57298438,10604086,4.0
699,57298438,36245788,4.0
700,57298438,35653205,4.0
701,57298438,26995475,4.0
702,57298438,35267208,4.0
703,57298438,35494829,4.0
704,nasna,35725861,4.0
705,nasna,36190889,4.0
706,nasna,35240117,4.0
707,nasna,35633650,5.0
708,nasna,35459025,4.0
709,nasna,35494829,4.0
710,nasna,35267208,5.0
711,nasna,35068653,3.0
712,nasna,25845392,4.0
713,nasna,35494829,4.0
714,76211626,26816104,4.0
715,76211626,35242872,4.0
716,76211626,36245596,5.0
717,76211626,36151693,4.0
718,76211626,35370747,5.0
719,76211626,35494829,3.0
720,76211626,34874646,5.0
721,76211626,35494829,3.0
722,49056360,26816104,3.0
723,49056360,35494829,5.0
724,49056360,10604086,4.0
725,49056360,26258779,5.0
726,49056360,35267208,5.0
727,49056360,35267208,5.0
728,49056360,30323380,5.0
729,49056360,35766491,2.0
730,49056360,4811774,3.0
731,49056360,35494829,5.0
732,estoileZ,36151692,4.0
733,estoileZ,1299671,3.0
734,estoileZ,3737102,3.0
735,estoileZ,36151692,4.0
736,151119811,36666703,4.0
737,151119811,36151692,5.0
738,151119811,1297418,5.0
739,151119811,30238198,3.0
740,151119811,36151692,5.0
741,55678526,24284175,4.0
742,55678526,1296557,4.0
743,55678526,1300857,4.0
744,55678526,36151692,5.0
745,55678526,1718158,4.0
746,55678526,26425068,4.0
747,55678526,36151692,5.0
748,72215585,36151692,5.0
749,72215585,35588177,3.0
750,72215585,26584183,5.0
751,72215585,26322774,1.0
752,72215585,26351812,2.0
753,72215585,26861685,2.0
754,72215585,36151692,5.0
755,60149224,1300868,5.0
756,60149224,26816104,5.0
757,60149224,35749842,4.0
758,60149224,36244425,5.0
759,60149224,36467351,5.0
760,60149224,36151692,5.0
761,60149224,35725869,4.0
762,60149224,35208463,5.0
763,60149224,36035676,5.0
764,60149224,35588155,1.0
765,60149224,36151692,5.0
766,waffler,3742360,5.0
767,waffler,1652587,5.0
768,waffler,1292722,5.0
769,waffler,1783457,4.0
770,waffler,1828115,5.0
771,waffler,1578507,5.0
772,waffler,1794171,5.0
773,waffler,1292934,4.0
774,waffler,1300495,3.0
775,waffler,1292722,5.0
776,yacher,1301536,5.0
777,yacher,1292722,5.0
778,yacher,1292722,5.0
779,11179408,25765735,5.0
780,11179408,6873905,5.0
781,11179408,25975243,3.0
782,11179408,25697098,5.0
783,11179408,1309059,4.0
784,11179408,1303590,5.0
785,11179408,1303590,5.0
786,11179408,4920528,5.0
787,11179408,1293315,4.0
788,11179408,2075147,5.0
789,11179408,1292722,5.0
790,vividtime,30198539,5.0
791,vividtime,27191431,4.0
792,vividtime,27047918,3.0
793,vividtime,26715636,5.0
794,vividtime,30427473,3.0
795,vividtime,4864908,4.0
796,vividtime,26600786,4.0
797,vividtime,26628282,4.0
798,vividtime,1292722,5.0
799,nantz,3005875,4.0
800,nantz,1291828,4.0
801,nantz,1292722,5.0
802,nantz,1418640,5.0
803,nantz,1293460,5.0
804,nantz,1292722,5.0
805,152799682,30401849,3.0
806,152799682,30252495,4.0
807,152799682,30288638,4.0
808,152799682,26709258,4.0
809,152799682,27010768,4.0
810,152799682,30282387,2.0
811,152799682,30161936,3.0
812,152799682,26100958,4.0
813,152799682,30424374,4.0
814,152799682,4840388,2.0
815,152799682,26752088,5.0
816,50048335,35073886,3.0
817,50048335,4811774,5.0
818,50048335,1441238,4.0
819,50048335,25907124,3.0
820,50048335,26357307,1.0
821,50048335,3878007,3.0
822,50048335,3878007,3.0
823,50048335,27110296,3.0
824,50048335,27133303,3.0
825,50048335,26752088,4.0
826,lm498521969,26370387,4.0
827,lm498521969,36090457,5.0
828,lm498521969,35736202,5.0
829,lm498521969,35448384,4.0
830,lm498521969,34436452,4.0
831,lm498521969,35185752,5.0
832,lm498521969,35818074,4.0
833,lm498521969,35315950,5.0
834,lm498521969,36015043,4.0
835,lm498521969,35460157,4.0
836,lm498521969,26752088,5.0
837,180957030,26999852,5.0
838,180957030,26752088,5.0
839,180957030,26752088,5.0
840,134413698,26752088,5.0
841,134413698,26752088,5.0
842,148374060,20495023,5.0
843,148374060,1292722,5.0
844,148374060,4304302,5.0
845,148374060,25866213,4.0
846,148374060,6719716,5.0
847,148374060,25709727,4.0
848,148374060,26298992,4.0
849,148374060,2002743,4.0
850,148374060,1292831,5.0
851,148374060,1432804,5.0
852,148374060,20495023,5.0
853,168387345,35014718,5.0
854,168387345,35014718,5.0
855,168387345,1950330,5.0
856,168387345,20495023,5.0
857,168387345,20495023,5.0
858,joearde,35588177,5.0
859,joearde,27019982,4.0
860,joearde,30183666,5.0
861,joearde,20438964,5.0
862,joearde,26147417,4.0
863,joearde,3168101,4.0
864,joearde,25917789,4.0
865,joearde,26425063,4.0
866,joearde,20495023,5.0
867,162102790,27042405,5.0
868,162102790,20495023,4.0
869,162102790,26264454,3.0
870,162102790,26607693,5.0
871,162102790,26790961,4.0
872,162102790,20470074,4.0
873,162102790,25907029,4.0
874,162102790,26811587,3.0
875,162102790,26677788,5.0
876,162102790,20495023,4.0
877,dreamending,5143399,4.0
878,dreamending,35593344,2.0
879,dreamending,35465232,4.0
880,dreamending,6424756,3.0
881,dreamending,3822687,2.0
882,dreamending,35478257,3.0
883,dreamending,35518790,2.0
884,dreamending,34865507,3.0
885,dreamending,20495023,5.0
886,66009504,35792500,4.0
887,66009504,26370387,4.0
888,66009504,36774001,4.0
889,66009504,26816104,5.0
890,66009504,36207284,3.0
891,66009504,36877322,3.0
892,66009504,35725861,3.0
893,66009504,36090457,5.0
894,66009504,35280899,4.0
895,66009504,35750081,3.0
896,66009504,36207284,3.0
897,lwp199364,35869970,5.0
898,lwp199364,36352525,4.0
899,lwp199364,26816104,4.0
900,lwp199364,36624248,5.0
901,lwp199364,36207284,4.0
902,lwp199364,35970338,4.0
903,lwp199364,36092115,4.0
904,lwp199364,36090457,5.0
905,lwp199364,36206702,4.0
906,lwp199364,35956190,5.0
907,lwp199364,36207284,4.0
908,218599677,36207284,1.0
909,218599677,24284175,5.0
910,218599677,35268575,5.0
911,218599677,36207284,1.0
912,81768603,36207284,3.0
913,81768603,35725842,5.0
914,81768603,33456512,4.0
915,81768603,36035676,5.0
916,81768603,35267208,5.0
917,81768603,35360684,4.0
918,81768603,26766214,5.0
919,81768603,6424756,4.0
920,81768603,33404425,4.0
921,81768603,36207284,3.0
922,169397097,36847744,5.0
923,169397097,36484198,4.0
924,169397097,36653918,5.0
925,169397097,26370387,4.0
926,169397097,36653918,5.0
927,169397097,36877322,5.0
928,169397097,36207284,5.0
929,169397097,36173819,4.0
930,169397097,10533913,5.0
931,169397097,26656728,5.0
932,169397097,36207284,5.0
933,diyimeng,6522269,4.0
