Index,Class Name
574,011.Rusty_Blackbird
575,011.Rusty_Blackbird
576,011.Rusty_Blackbird
577,011.Rusty_Blackbird
578,011.Rusty_Blackbird
579,011.Rusty_Blackbird
580,011.Rusty_Blackbird
581,011.Rusty_Blackbird
582,011.Rusty_Blackbird
583,011.Rusty_Blackbird
584,011.Rusty_Blackbird
585,011.Rusty_Blackbird
586,011.Rusty_Blackbird
587,011.Rusty_Blackbird
588,011.Rusty_Blackbird
589,011.Rusty_Blackbird
590,011.Rusty_Blackbird
591,011.Rusty_Blackbird
592,011.Rusty_Blackbird
593,011.Rusty_Blackbird
594,011.Rusty_Blackbird
595,011.Rusty_Blackbird
596,011.Rusty_Blackbird
597,011.Rusty_Blackbird
598,011.Rusty_Blackbird
599,011.Rusty_Blackbird
600,011.Rusty_Blackbird
601,011.Rusty_Blackbird
602,011.Rusty_Blackbird
603,012.Yellow_headed_Blackbird
604,012.Yellow_headed_Blackbird
605,012.Yellow_headed_Blackbird
606,012.Yellow_headed_Blackbird
607,012.Yellow_headed_Blackbird
608,012.Yellow_headed_Blackbird
609,012.Yellow_headed_Blackbird
610,012.Yellow_headed_Blackbird
611,012.Yellow_headed_Blackbird
612,012.Yellow_headed_Blackbird
613,012.Yellow_headed_Blackbird
614,012.Yellow_headed_Blackbird
615,012.Yellow_headed_Blackbird
616,012.Yellow_headed_Blackbird
617,012.Yellow_headed_Blackbird
618,012.Yellow_headed_Blackbird
619,012.Yellow_headed_Blackbird
620,012.Yellow_headed_Blackbird
621,012.Yellow_headed_Blackbird
622,012.Yellow_headed_Blackbird
623,012.Yellow_headed_Blackbird
624,012.Yellow_headed_Blackbird
625,012.Yellow_headed_Blackbird
626,012.Yellow_headed_Blackbird
627,012.Yellow_headed_Blackbird
628,012.Yellow_headed_Blackbird
629,012.Yellow_headed_Blackbird
630,012.Yellow_headed_Blackbird
631,012.Yellow_headed_Blackbird
632,012.Yellow_headed_Blackbird
633,012.Yellow_headed_Blackbird
634,012.Yellow_headed_Blackbird
635,012.Yellow_headed_Blackbird
636,012.Yellow_headed_Blackbird
637,012.Yellow_headed_Blackbird
638,012.Yellow_headed_Blackbird
639,012.Yellow_headed_Blackbird
640,012.Yellow_headed_Blackbird
641,012.Yellow_headed_Blackbird
642,012.Yellow_headed_Blackbird
643,012.Yellow_headed_Blackbird
644,012.Yellow_headed_Blackbird
645,012.Yellow_headed_Blackbird
646,012.Yellow_headed_Blackbird
647,012.Yellow_headed_Blackbird
648,012.Yellow_headed_Blackbird
649,012.Yellow_headed_Blackbird
650,012.Yellow_headed_Blackbird
651,012.Yellow_headed_Blackbird
652,012.Yellow_headed_Blackbird
653,012.Yellow_headed_Blackbird
654,012.Yellow_headed_Blackbird
655,012.Yellow_headed_Blackbird
656,012.Yellow_headed_Blackbird
657,012.Yellow_headed_Blackbird
658,012.Yellow_headed_Blackbird
659,013.Bobolink
660,013.Bobolink
661,013.Bobolink
662,013.Bobolink
663,013.Bobolink
664,013.Bobolink
665,013.Bobolink
666,013.Bobolink
667,013.Bobolink
668,013.Bobolink
669,013.Bobolink
670,013.Bobolink
671,013.Bobolink
672,013.Bobolink
673,013.Bobolink
674,013.Bobolink
675,013.Bobolink
676,013.Bobolink
677,013.Bobolink
678,013.Bobolink
679,013.Bobolink
680,013.Bobolink
681,013.Bobolink
682,013.Bobolink
683,013.Bobolink
684,013.Bobolink
685,013.Bobolink
686,013.Bobolink
687,013.Bobolink
688,013.Bobolink
689,013.Bobolink
690,013.Bobolink
691,013.Bobolink
692,013.Bobolink
693,013.Bobolink
694,013.Bobolink
695,013.Bobolink
696,013.Bobolink
697,013.Bobolink
698,013.Bobolink
699,013.Bobolink
700,013.Bobolink
701,013.Bobolink
702,013.Bobolink
703,013.Bobolink
704,013.Bobolink
705,013.Bobolink
706,013.Bobolink
707,013.Bobolink
708,013.Bobolink
709,013.Bobolink
710,013.Bobolink
711,013.Bobolink
712,013.Bobolink
713,013.Bobolink
714,013.Bobolink
715,013.Bobolink
716,013.Bobolink
717,013.Bobolink
718,013.Bobolink
719,014.Indigo_Bunting
720,014.Indigo_Bunting
721,014.Indigo_Bunting
722,014.Indigo_Bunting
723,014.Indigo_Bunting
724,014.Indigo_Bunting
725,014.Indigo_Bunting
726,014.Indigo_Bunting
727,014.Indigo_Bunting
728,014.Indigo_Bunting
729,014.Indigo_Bunting
730,014.Indigo_Bunting
731,014.Indigo_Bunting
732,014.Indigo_Bunting
733,014.Indigo_Bunting
734,014.Indigo_Bunting
735,014.Indigo_Bunting
736,014.Indigo_Bunting
737,014.Indigo_Bunting
738,014.Indigo_Bunting
739,014.Indigo_Bunting
740,014.Indigo_Bunting
741,014.Indigo_Bunting
742,014.Indigo_Bunting
743,014.Indigo_Bunting
744,014.Indigo_Bunting
745,014.Indigo_Bunting
746,014.Indigo_Bunting
747,014.Indigo_Bunting
748,014.Indigo_Bunting
749,014.Indigo_Bunting
750,014.Indigo_Bunting
751,014.Indigo_Bunting
752,014.Indigo_Bunting
753,014.Indigo_Bunting
754,014.Indigo_Bunting
755,014.Indigo_Bunting
756,014.Indigo_Bunting
757,014.Indigo_Bunting
758,014.Indigo_Bunting
759,014.Indigo_Bunting
760,014.Indigo_Bunting
761,014.Indigo_Bunting
762,014.Indigo_Bunting
763,014.Indigo_Bunting
764,014.Indigo_Bunting
765,014.Indigo_Bunting
766,014.Indigo_Bunting
767,014.Indigo_Bunting
768,014.Indigo_Bunting
769,014.Indigo_Bunting
770,014.Indigo_Bunting
771,014.Indigo_Bunting
772,014.Indigo_Bunting
773,014.Indigo_Bunting
774,014.Indigo_Bunting
775,014.Indigo_Bunting
776,014.Indigo_Bunting
777,014.Indigo_Bunting
778,014.Indigo_Bunting
779,015.Lazuli_Bunting
780,015.Lazuli_Bunting
781,015.Lazuli_Bunting
782,015.Lazuli_Bunting
783,015.Lazuli_Bunting
784,015.Lazuli_Bunting
785,015.Lazuli_Bunting
786,015.Lazuli_Bunting
787,015.Lazuli_Bunting
788,015.Lazuli_Bunting
789,015.Lazuli_Bunting
790,015.Lazuli_Bunting
791,015.Lazuli_Bunting
792,015.Lazuli_Bunting
793,015.Lazuli_Bunting
794,015.Lazuli_Bunting
795,015.Lazuli_Bunting
796,015.Lazuli_Bunting
797,015.Lazuli_Bunting
798,015.Lazuli_Bunting
799,015.Lazuli_Bunting
800,015.Lazuli_Bunting
801,015.Lazuli_Bunting
802,015.Lazuli_Bunting
803,015.Lazuli_Bunting
804,015.Lazuli_Bunting
805,015.Lazuli_Bunting
806,015.Lazuli_Bunting
807,015.Lazuli_Bunting
808,015.Lazuli_Bunting
809,015.Lazuli_Bunting
810,015.Lazuli_Bunting
811,015.Lazuli_Bunting
812,015.Lazuli_Bunting
813,015.Lazuli_Bunting
814,015.Lazuli_Bunting
815,015.Lazuli_Bunting
816,015.Lazuli_Bunting
817,015.Lazuli_Bunting
818,015.Lazuli_Bunting
819,015.Lazuli_Bunting
820,015.Lazuli_Bunting
821,015.Lazuli_Bunting
822,015.Lazuli_Bunting
823,015.Lazuli_Bunting
824,015.Lazuli_Bunting
825,015.Lazuli_Bunting
826,015.Lazuli_Bunting
827,015.Lazuli_Bunting
828,015.Lazuli_Bunting
829,015.Lazuli_Bunting
830,015.Lazuli_Bunting
831,015.Lazuli_Bunting
832,015.Lazuli_Bunting
833,015.Lazuli_Bunting
834,015.Lazuli_Bunting
835,015.Lazuli_Bunting
836,015.Lazuli_Bunting
837,016.Painted_Bunting
838,016.Painted_Bunting
839,016.Painted_Bunting
840,016.Painted_Bunting
841,016.Painted_Bunting
842,016.Painted_Bunting
843,016.Painted_Bunting
844,016.Painted_Bunting
845,016.Painted_Bunting
846,016.Painted_Bunting
847,016.Painted_Bunting
848,016.Painted_Bunting
849,016.Painted_Bunting
850,016.Painted_Bunting
851,016.Painted_Bunting
852,016.Painted_Bunting
853,016.Painted_Bunting
854,016.Painted_Bunting
855,016.Painted_Bunting
856,016.Painted_Bunting
857,016.Painted_Bunting
858,016.Painted_Bunting
859,016.Painted_Bunting
860,016.Painted_Bunting
861,016.Painted_Bunting
862,016.Painted_Bunting
863,016.Painted_Bunting
864,016.Painted_Bunting
865,016.Painted_Bunting
866,016.Painted_Bunting
867,016.Painted_Bunting
868,016.Painted_Bunting
869,016.Painted_Bunting
870,016.Painted_Bunting
871,016.Painted_Bunting
872,016.Painted_Bunting
873,016.Painted_Bunting
874,016.Painted_Bunting
875,016.Painted_Bunting
876,016.Painted_Bunting
877,016.Painted_Bunting
878,016.Painted_Bunting
879,016.Painted_Bunting
880,016.Painted_Bunting
881,016.Painted_Bunting
882,016.Painted_Bunting
883,016.Painted_Bunting
884,016.Painted_Bunting
885,016.Painted_Bunting
886,016.Painted_Bunting
887,016.Painted_Bunting
888,016.Painted_Bunting
889,016.Painted_Bunting
890,016.Painted_Bunting
891,016.Painted_Bunting
892,016.Painted_Bunting
893,016.Painted_Bunting
894,016.Painted_Bunting
895,017.Cardinal
896,017.Cardinal
897,017.Cardinal
898,017.Cardinal
899,017.Cardinal
900,017.Cardinal
901,017.Cardinal
902,017.Cardinal
903,017.Cardinal
904,017.Cardinal
905,017.Cardinal
906,017.Cardinal
907,017.Cardinal
908,017.Cardinal
909,017.Cardinal
910,017.Cardinal
911,017.Cardinal
912,017.Cardinal
913,017.Cardinal
914,017.Cardinal
915,017.Cardinal
916,017.Cardinal
917,017.Cardinal
918,017.Cardinal
919,017.Cardinal
920,017.Cardinal
921,017.Cardinal
922,017.Cardinal
923,017.Cardinal
924,017.Cardinal
925,017.Cardinal
926,017.Cardinal
927,017.Cardinal
928,017.Cardinal
929,017.Cardinal
930,017.Cardinal
931,017.Cardinal
932,017.Cardinal
933,017.Cardinal
934,017.Cardinal
935,017.Cardinal
936,017.Cardinal
937,017.Cardinal
938,017.Cardinal
939,017.Cardinal
940,017.Cardinal
941,017.Cardinal
942,017.Cardinal
943,017.Cardinal
944,017.Cardinal
945,017.Cardinal
946,017.Cardinal
947,017.Cardinal
948,017.Cardinal
949,017.Cardinal
950,017.Cardinal
951,017.Cardinal
952,018.Spotted_Catbird
953,018.Spotted_Catbird
954,018.Spotted_Catbird
955,018.Spotted_Catbird
956,018.Spotted_Catbird
957,018.Spotted_Catbird
958,018.Spotted_Catbird
959,018.Spotted_Catbird
960,018.Spotted_Catbird
961,018.Spotted_Catbird
962,018.Spotted_Catbird
963,018.Spotted_Catbird
964,018.Spotted_Catbird
965,018.Spotted_Catbird
966,018.Spotted_Catbird
967,018.Spotted_Catbird
968,018.Spotted_Catbird
969,018.Spotted_Catbird
970,018.Spotted_Catbird
971,018.Spotted_Catbird
972,018.Spotted_Catbird
973,018.Spotted_Catbird
974,018.Spotted_Catbird
975,018.Spotted_Catbird
976,018.Spotted_Catbird
977,018.Spotted_Catbird
978,018.Spotted_Catbird
979,018.Spotted_Catbird
980,018.Spotted_Catbird
981,018.Spotted_Catbird
982,018.Spotted_Catbird
983,018.Spotted_Catbird
984,018.Spotted_Catbird
